ユーザID,学校種別(使用）,文理（使用）,アルバイト経験有無,アルバイト経験先,アルバイト店番,アルバイト店名,アルバイト社員番号,アルバイト開始年月,アルバイト期間,[SPI3U]言語(得点),[SPI3U]言語(段階),[SPI3U]非言語(得点),[SPI3U]非言語(段階),[SPI3U]基礎能力総合(得点),[SPI3U]基礎能力総合(段階),[SPI3U]Ａ対人接触,[SPI3U]Ｂ対人折衝,[SPI3U]Ｃ集団統率,[SPI3U]Ｄ協調協力,[SPI3U]Ｅサポート,[SPI3U]Ｆフットワーク,[SPI3U]Ｇスピーディー,[SPI3U]Ｈ予定外対応,[SPI3U]Ｉ自律遂行,[SPI3U]Ｊプレッシャー,[SPI3U]Ｋ着実持続,[SPI3U]Ｌ前例ない課題,[SPI3U]Ｍ企画アイデア,[SPI3U]Ｎ問題分析,[SPI3U]ダミー(1),[SPI3U]ダミー(2),[SPI3U]Ｗ創造重視,[SPI3U]Ｘ結果重視,[SPI3U]Ｙ調和重視,[SPI3U]Ｚ秩序重視,[SPI3U]応答態度Ａ,[SPI3U]ダミー,[SPI3Uフル]マネジメントスタイル座標,[SPI3U]内向-外向2,[SPI3U]調整-統率,[SPI3U]繊細-強靭,[SPI3U]維持‐変革,[SPI3U]活動系,[SPI3U]新卒R社員性格基準,final
16000075,大学,文系,現在、勤務しています,B社,1457,店名_027,631732,41365,6カ月以上,21,1,43,3,30,2,2,2,2,2,3,3,3,3,3,3,3,4,1,1,4,2,3,2,2,3,1,1,Z1,2,"2,5","2,5","3,5",3,"2,5",0
16000076,大学,文系,勤務経験なし,,,,,,,29,1,31,2,"27,5",1,5,5,5,3,3,5,4,5,5,4,4,5,2,1,6,3,4,3,2,3,1,1,W4,5,5,"4,5",5,"4,5",4,0
16000077,大学,文系,現在、勤務しています,B社,1360,店名_377,717985,41730,6カ月以上,46,4,33,2,"38,5",3,5,5,5,3,3,4,3,3,4,3,3,5,3,2,6,5,4,4,3,3,1,1,X3,5,"4,5",4,4,"3,5","3,8",0
16000081,大学,文系,現在、勤務しています,B社,1158,店名_322,756208,41913,6カ月未満,45,3,45,3,"44,5",3,5,5,5,5,5,5,5,5,3,5,3,4,3,2,5,2,5,3,5,3,1,1,Y1,5,4,5,"4,5",5,"4,5",0
16000082,,,現在、勤務しています,B社,743,店名_652,573360,41000,6カ月以上,37,2,33,2,33,2,3,3,3,3,4,3,3,2,3,3,5,3,1,1,5,4,2,3,4,5,1,1,Z3,3,3,3,"2,5",3,"3,3",0
16000087,大学,文系,勤務経験なし,,,,,,,74,7,72,7,76,7,4,4,5,3,3,4,4,5,4,5,3,5,4,5,4,5,4,4,2,3,1,1,X1,4,"4,5","4,5",5,4,"3,5",0
16000088,大学,文系,勤務経験なし,,,,,,,48,4,45,3,46,4,5,5,5,5,3,3,3,3,3,5,4,3,3,3,4,3,4,4,3,3,1,1,W4,5,4,5,3,3,4,0
16000089,,,過去に勤務していました,A社,555,店名_258,692869,41609,6カ月以上,20,1,40,3,"27,5",1,3,2,3,3,3,2,3,2,2,3,2,2,1,1,3,3,2,3,3,2,1,1,Y2,3,"2,5","2,5",2,"2,5","2,8",0
16000090,大学,文系,勤務経験なし,,,,,,,60,5,62,6,"62,5",6,3,5,5,3,3,4,4,5,5,5,3,5,5,4,5,3,4,4,3,3,1,1,W4,3,5,5,5,4,"3,5",0
16000092,,,現在、勤務しています,B社,1397,店名_412,736576,41821,6カ月未満,41,3,41,3,40,3,3,3,3,3,2,3,3,3,4,3,4,4,3,2,6,5,3,3,3,3,1,1,X3,3,"3,5",3,"3,5",3,3,0
16000093,大学,文系,現在、勤務しています,B社,1525,店名_035,759668,41913,6カ月未満,46,4,29,1,36,2,5,5,4,4,4,5,4,5,3,5,2,3,2,1,3,2,4,3,4,2,1,1,W3,5,"3,5",5,4,"4,5",4,0
16000094,大学,文系,現在、勤務しています,B社,1313,店名_565,646504,41426,6カ月以上,53,4,54,5,54,5,4,3,4,1,2,5,5,4,4,3,3,5,5,3,6,2,5,3,1,1,1,1,W2,4,4,3,"4,5",5,"2,8",0
16000097,大学,文系,現在、勤務しています,B社,576,店名_630,571763,41000,6カ月以上,65,6,65,6,67,6,4,5,5,5,5,5,3,5,4,5,5,4,5,5,5,4,3,3,5,4,1,1,Y4,4,"4,5",5,"4,5",4,"4,5",0
16000098,大学,文系,勤務経験なし,,,,,,,50,4,42,3,"45,5",3,3,2,3,4,5,3,4,3,5,3,5,3,3,3,4,5,2,3,4,4,1,1,Z3,3,4,"2,5",3,"3,5","4,3",0
16000099,大学,文系,現在、勤務しています,A社,470,店名_682,702463,42036,6カ月以上,20,1,39,3,27,1,3,2,2,5,4,3,3,2,2,2,4,2,1,1,3,5,2,3,5,5,1,1,Z3,3,2,2,2,3,"3,5",0
16000100,大学院（修士）,理系,勤務経験なし,,,,,,,37,2,59,5,48,4,4,5,5,3,4,3,3,4,4,5,3,4,3,3,5,4,4,5,3,3,1,1,X1,4,"4,5",5,4,3,"3,8",0
16000103,大学,文系,過去に勤務していました,B社,1330,店名_450,530408,40664,6カ月以上,53,4,57,5,"55,5",5,4,4,4,3,4,3,3,3,4,5,4,5,5,4,6,5,4,4,4,3,1,1,W4,4,4,"4,5",4,3,"3,8",0
16000104,大学,文系,勤務経験なし,,,,,,,70,7,70,7,"72,5",7,4,4,4,2,2,5,5,5,4,4,2,5,5,4,5,3,4,3,2,2,1,1,W2,4,4,4,5,5,3,0
16000105,大学,文系,勤務経験なし,,,,,,,59,5,48,4,54,5,3,3,3,3,4,1,2,2,3,3,3,3,3,3,2,2,3,2,4,3,1,1,Y2,3,3,3,"2,5","1,5","3,3",0
16000108,,,勤務経験なし,,,,,,,35,2,44,3,"38,5",3,2,3,5,1,3,3,3,3,5,3,3,4,3,2,6,5,4,4,2,3,1,1,X1,2,5,3,"3,5",3,"2,8",0
16000111,大学,文系,勤務経験なし,,,,,,,62,6,55,5,"59,5",5,3,3,3,2,3,4,5,4,3,4,3,4,5,4,5,3,4,3,3,3,1,1,W4,3,3,"3,5",4,"4,5","2,8",0
16000114,大学,文系,勤務経験なし,,,,,,,61,5,58,5,"60,5",5,4,4,3,5,5,3,3,3,3,3,5,2,4,5,4,6,2,4,5,5,1,1,Z3,4,3,"3,5","2,5",3,"4,3",0
16000115,大学,文系,現在、勤務しています,B社,1478,店名_005,757686,40878,6カ月以上,62,6,49,4,56,5,4,5,5,2,3,5,5,5,5,5,3,5,5,3,6,4,5,4,2,3,1,1,W2,4,5,5,5,5,"3,5",0
16000117,大学,文系,現在、勤務しています,B社,1397,店名_007,741045,41852,6カ月未満,53,4,56,5,55,5,4,3,3,3,3,4,4,4,3,3,3,4,4,3,5,2,4,2,3,3,1,1,W4,4,3,3,4,4,"3,3",0
16000118,大学,文系,勤務経験なし,,,,,,,53,4,39,3,"45,5",3,5,5,5,2,2,5,5,5,5,5,3,5,4,3,6,4,4,3,3,3,1,1,W4,5,5,5,5,5,"3,5",0
16000119,大学,文系,勤務経験なし,,,,,,,38,3,33,2,34,2,4,3,3,5,5,4,3,3,3,3,4,3,1,1,5,3,3,2,5,5,1,1,Y4,4,3,3,3,"3,5","4,3",0
16000120,大学,文系,現在、勤務しています,B社,1332,店名_453,583087,41091,6カ月以上,45,3,38,3,"40,5",3,3,2,3,5,5,3,3,3,1,2,3,3,2,1,5,1,3,2,5,3,1,1,Y3,3,2,2,3,3,"3,5",0
16000123,,,勤務経験なし,,,,,,,20,1,28,1,21,1,4,3,3,3,4,5,5,4,4,3,2,3,1,1,4,4,4,3,3,2,1,1,W4,4,"3,5",3,"3,5",5,"3,8",0
16000127,大学,文系,勤務経験なし,,,,,,,72,7,51,4,63,6,2,3,5,4,5,1,1,2,4,3,4,3,4,5,4,5,3,4,5,5,1,1,Z3,2,"4,5",3,"2,5",1,"3,8",0
16000348,大学,文系,現在、勤務しています,B社,1463,店名_090,585613,41122,6カ月以上,48,4,44,3,"45,5",3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,1,1,X3,3,3,"2,5",3,3,"2,8",0
16000349,大学,文系,勤務経験なし,,,,,,,51,4,59,5,"55,5",5,5,5,5,2,2,5,5,5,5,5,4,5,5,3,6,4,5,5,2,3,1,1,X1,5,5,5,5,5,"3,5",0
16000350,,,勤務経験なし,,,,,,,57,5,80,7,71,7,3,3,3,4,5,3,3,3,5,4,4,3,5,5,5,5,3,3,5,4,1,1,Y4,3,4,"3,5",3,3,"4,3",0
16000352,大学,文系,勤務経験なし,,,,,,,64,6,50,4,58,5,4,4,3,2,2,3,3,5,5,4,4,5,5,5,6,6,4,4,2,5,1,1,Z2,4,4,4,5,3,"3,3",0
16000353,,,現在、勤務しています,B社,1437,店名_419,578440,41061,6カ月以上,48,4,45,3,46,4,1,2,3,4,5,5,4,4,1,1,3,4,3,3,4,5,1,4,5,2,1,1,Y2,1,2,"1,5",4,"4,5","2,8",0
16000354,,,勤務経験なし,,,,,,,26,1,51,4,37,2,3,1,2,5,5,2,3,2,2,2,4,1,2,2,3,5,2,3,5,5,1,1,Z3,3,2,"1,5","1,5","2,5","3,8",0
16000355,大学,文系,勤務経験なし,,,,,,,60,5,58,5,60,5,4,5,4,3,3,5,4,4,2,4,1,3,3,4,2,3,4,3,3,1,1,1,W1,4,3,"4,5","3,5","4,5",3,0
16000356,,,勤務経験なし,,,,,,,52,4,40,3,"45,5",3,4,4,4,4,4,4,4,5,3,4,3,3,3,3,5,4,4,3,5,5,1,1,Y4,4,"3,5",4,4,4,"3,8",0
16000359,大学,文系,勤務経験なし,,,,,,,58,5,80,7,"71,5",7,3,4,4,3,3,3,2,3,5,4,4,4,5,5,5,5,3,5,3,5,1,1,Z2,3,"4,5",4,"3,5","2,5","3,5",0
16000361,大学,文系,勤務経験なし,,,,,,,60,5,45,3,53,4,2,3,4,1,1,5,5,4,3,3,2,5,4,4,5,5,3,4,1,2,1,1,X1,2,"3,5",3,"4,5",5,"1,8",0
16000362,大学,文系,,,,,,,,52,4,38,3,"44,5",3,3,3,3,3,3,2,2,3,2,3,2,3,3,3,3,3,3,2,4,2,1,1,Y1,3,"2,5",3,3,2,"2,8",0
16000363,,,勤務経験なし,,,,,,,68,6,52,4,"61,5",5,3,3,5,4,3,3,3,3,5,4,5,4,5,4,6,3,3,4,3,4,1,1,X3,3,5,"3,5","3,5",3,"3,8",0
16000364,大学,文系,勤務経験なし,,,,,,,44,3,48,4,"45,5",3,5,5,5,2,1,3,3,5,5,5,3,5,4,3,6,4,5,5,1,2,1,1,X1,5,5,5,5,3,"3,3",0
16000365,,,勤務経験なし,,,,,,,46,4,43,3,44,3,4,4,5,2,2,5,5,5,5,5,3,5,4,3,6,5,4,4,2,3,1,1,X1,4,5,"4,5",5,5,"3,3",0
16000366,,,勤務経験なし,,,,,,,39,3,60,5,"49,5",4,4,4,5,2,2,5,4,3,4,5,2,4,3,3,5,4,5,4,2,2,1,1,W2,4,"4,5","4,5","3,5","4,5",3,0
16000369,,,勤務経験なし,,,,,,,49,4,50,4,"49,5",4,4,4,4,5,5,5,4,4,3,3,3,3,3,3,5,4,4,3,5,3,1,1,Y1,4,"3,5","3,5","3,5","4,5","4,3",0
16000370,大学,文系,勤務経験なし,,,,,,,55,5,63,6,60,5,4,5,5,1,2,4,4,5,5,5,3,5,5,4,6,3,5,3,2,2,1,1,W2,4,5,5,5,4,3,0
16000371,大学,文系,過去に勤務していました,B社,,店名_090,,40969,6カ月以上,41,3,45,3,42,3,3,4,5,3,3,4,4,3,3,3,4,5,3,1,6,1,4,3,4,3,1,1,W4,3,4,"3,5",4,4,3,0
16000375,大学,文系,現在、勤務しています,B社,1150,店名_315,554270,40878,6カ月以上,63,6,45,3,"54,5",5,4,4,4,3,3,3,3,3,3,3,3,3,4,4,5,5,3,3,4,4,1,1,Z1,4,"3,5","3,5",3,3,"3,3",0
16000376,大学,文系,勤務経験なし,,,,,,,63,6,56,5,"60,5",5,4,4,3,3,3,4,4,4,3,3,3,3,4,4,4,3,3,3,3,3,1,1,W4,4,3,"3,5","3,5",4,"3,3",0
16000377,,,勤務経験なし,,,,,,,32,2,41,3,35,2,2,2,2,2,2,3,3,2,4,3,5,4,1,1,5,3,3,3,2,4,1,1,Z1,2,3,"2,5",3,3,"2,5",0
16000380,大学,文系,勤務経験なし,,,,,,,40,3,50,4,"44,5",3,2,3,3,3,4,2,3,3,3,3,5,3,3,3,4,4,3,4,3,4,1,1,Z1,2,3,3,3,"2,5",3,0
16000381,大学,文系,勤務経験なし,,,,,,,51,4,44,3,47,4,4,4,5,3,3,3,3,2,3,4,4,4,4,3,6,4,4,4,2,4,1,1,X3,4,4,4,3,3,"3,3",0
16000384,,,勤務経験なし,,,,,,,56,5,48,4,"52,5",4,3,3,4,3,3,3,2,2,4,4,4,3,3,3,4,3,3,3,3,3,1,1,Y2,3,4,"3,5","2,5","2,5","3,3",0
16000385,大学,理系,勤務経験なし,,,,,,,56,5,57,5,"57,5",5,3,3,3,5,5,4,3,4,3,3,3,3,3,3,3,2,3,2,5,2,1,1,Y1,3,3,3,"3,5","3,5",4,0
16000386,,,勤務経験なし,,,,,,,52,4,39,3,45,3,2,2,3,2,2,3,3,3,2,3,2,3,3,3,3,4,2,3,3,2,1,1,X3,2,"2,5","2,5",3,3,2,0
16000387,,,勤務経験なし,,,,,,,58,5,56,5,58,5,4,4,5,3,2,3,4,3,5,4,3,5,5,5,6,5,4,5,2,3,1,1,X1,4,5,4,4,"3,5","3,5",0
16000388,大学,文系,勤務経験なし,,,,,,,60,5,66,6,"64,5",6,5,5,5,2,2,4,5,4,5,5,5,5,5,5,6,6,4,5,2,4,1,1,X2,5,5,5,"4,5","4,5","3,5",0
16000391,,,勤務経験なし,,,,,,,42,3,46,4,"43,5",3,4,4,5,4,3,3,3,4,3,4,3,5,3,3,5,3,4,4,3,4,1,1,X3,4,4,4,"4,5",3,"3,5",0
16000394,大学,文系,勤務経験なし,,,,,,,59,5,46,4,53,4,3,5,5,3,2,5,5,5,4,5,1,5,3,3,4,3,5,4,2,1,1,1,W2,3,"4,5",5,5,5,3,0
16000399,大学,文系,勤務経験なし,,,,,,,60,5,44,3,"52,5",4,5,5,5,3,2,5,5,5,4,5,3,4,4,3,5,2,5,3,3,2,1,1,W1,5,"4,5",5,"4,5",5,"3,5",0
16000402,,,勤務経験なし,,,,,,,36,2,46,4,40,3,3,3,3,2,3,2,2,3,5,4,4,3,2,1,3,2,3,1,2,4,1,1,Z1,3,4,"3,5",3,2,"3,3",0
16000406,,,勤務経験なし,,,,,,,47,4,36,2,"40,5",3,3,2,3,3,3,2,3,2,2,2,2,2,2,2,3,3,2,2,3,3,1,1,Y2,3,"2,5",2,2,"2,5","2,8",0
16000408,,,勤務経験なし,,,,,,,44,3,49,4,46,4,5,5,5,4,4,5,3,4,3,4,2,4,3,2,4,2,5,3,4,2,1,1,W3,5,4,"4,5",4,4,4,0
16000412,大学,文系,勤務経験なし,,,,,,,71,7,65,6,70,7,3,2,2,2,3,2,2,2,2,2,2,1,3,4,1,2,1,1,3,2,1,1,Y4,3,2,2,"1,5",2,"2,5",0
16000413,,,勤務経験なし,,,,,,,71,7,62,6,"68,5",6,1,1,2,1,2,1,1,1,5,3,4,3,4,5,4,6,1,4,2,4,1,1,Z2,1,"3,5",2,2,1,"2,3",0
16000414,大学,文系,勤務経験なし,,,,,,,73,7,62,6,"69,5",6,4,4,4,2,2,4,4,4,4,4,3,3,3,4,2,2,4,2,2,3,1,1,W4,4,4,4,"3,5",4,3,0
16000417,,,勤務経験なし,,,,,,,64,6,41,3,53,4,3,4,3,2,1,4,5,5,4,4,2,5,5,3,6,3,3,2,2,2,1,1,W4,3,"3,5",4,5,"4,5","2,5",0
16000418,大学,文系,現在、勤務しています,B社,1346,店名_049,574568,41030,6カ月以上,51,4,41,3,"45,5",3,3,2,2,3,3,3,4,3,2,2,3,4,3,3,5,5,3,3,3,3,1,1,Z1,3,2,2,"3,5","3,5","2,8",0
16000421,,,勤務経験なし,,,,,,,54,5,61,5,"58,5",5,5,4,4,1,1,5,5,5,5,4,1,5,5,4,5,4,5,5,1,1,1,1,X1,5,"4,5",4,5,5,3,0
16000423,大学,文系,現在、勤務しています,A社,149,店名_641,576602,41030,6カ月以上,36,2,23,1,27,1,3,4,4,4,5,3,3,4,4,4,4,3,1,1,5,2,4,3,4,3,1,1,Y2,3,4,4,"3,5",3,4,0
16000426,,,勤務経験なし,,,,,,,30,2,36,2,31,2,3,3,3,2,3,3,3,3,2,3,3,3,1,1,2,3,3,2,3,3,1,1,Y2,3,"2,5",3,3,3,"2,5",0
16000431,大学,文系,勤務経験なし,,,,,,,49,4,41,3,"44,5",3,5,4,4,2,2,4,5,5,3,5,2,4,3,3,4,3,4,3,2,2,1,1,W2,5,"3,5","4,5","4,5","4,5",3,0
16000432,大学,文系,,,,,,,,60,5,44,3,"52,5",4,3,4,5,3,3,3,3,3,4,3,3,4,5,3,6,4,4,4,2,3,1,1,X1,3,"4,5","3,5","3,5",3,"3,3",0
16000434,大学,文系,勤務経験なし,,,,,,,42,3,38,3,39,3,3,2,3,3,3,3,3,5,2,3,2,2,1,1,1,2,2,2,3,2,1,1,Y2,3,"2,5","2,5","3,5",3,"2,8",0
16000436,,,勤務経験なし,,,,,,,42,3,54,5,48,4,3,2,3,4,4,3,2,3,3,3,3,3,3,3,5,5,1,3,3,4,1,1,Z4,3,3,"2,5",3,"2,5","3,5",0
16000443,大学,文系,勤務経験なし,,,,,,,51,4,56,5,54,5,5,4,3,5,5,5,3,5,3,4,3,4,4,4,5,5,4,2,5,4,1,1,Y3,5,3,4,"4,5",4,"4,5",0
16000444,大学,文系,勤務経験なし,,,,,,,77,7,75,7,79,7,3,4,3,1,1,3,3,5,5,5,5,5,5,5,5,4,3,4,2,4,1,1,X4,3,4,"4,5",5,3,"2,5",0
16000448,大学,文系,勤務経験なし,,,,,,,54,5,61,5,"58,5",5,5,5,5,3,3,4,4,5,5,5,3,5,5,5,5,5,5,5,2,3,1,1,X1,5,5,5,5,4,4,0
16000453,大学,文系,勤務経験なし,,,,,,,56,5,61,5,"59,5",5,4,5,5,1,1,5,5,5,5,5,2,5,5,5,6,6,4,4,1,2,1,1,X1,4,5,5,5,5,"2,8",0
16000456,専門学校,文系,現在、勤務しています,A社,587,店名_619,801995,42064,6カ月未満,39,3,37,2,"36,5",2,3,4,4,2,2,3,3,4,4,4,3,4,2,2,4,3,4,2,3,3,1,1,W4,3,4,4,4,3,"2,8",0
16000467,大学,文系,勤務経験なし,,,,,,,21,1,42,3,"29,5",1,1,2,3,3,2,3,3,2,2,3,1,1,1,1,1,2,1,2,2,1,1,1,Y2,1,"2,5","2,5","1,5",3,2,0
16000469,,,勤務経験なし,,,,,,,20,1,31,2,"22,5",1,3,3,3,2,3,4,5,5,5,4,2,5,1,1,5,5,5,3,3,3,1,1,W4,3,4,"3,5",5,"4,5","3,3",0
16000470,大学,文系,現在、勤務しています,B社,363,店名_655,671319,41548,6カ月以上,49,4,46,4,47,4,5,5,5,3,2,5,5,4,5,5,4,4,4,3,6,4,5,5,2,3,1,1,X1,5,5,5,4,5,"3,8",0
16000471,大学,文系,勤務経験なし,,,,,,,49,4,56,5,53,4,2,2,2,3,3,1,2,2,3,3,2,3,3,3,3,4,3,3,3,3,1,1,Y2,2,"2,5","2,5","2,5","1,5","2,8",0
16000472,大学,文系,勤務経験なし,,,,,,,57,5,41,3,49,4,4,3,3,4,3,4,3,3,2,2,3,3,3,3,4,4,4,2,4,3,1,1,Y1,4,"2,5","2,5",3,"3,5","3,3",0
16000473,大学,文系,,,,,,,,61,5,39,3,50,4,2,3,3,2,2,2,3,3,4,3,2,4,4,3,5,4,3,3,3,2,1,1,W4,2,"3,5",3,"3,5","2,5","2,5",0
16000474,大学,文系,勤務経験なし,,,,,,,69,6,78,7,"76,5",7,4,4,3,5,5,4,4,3,2,3,1,3,4,4,4,3,3,3,5,1,1,1,Y1,4,"2,5","3,5",3,4,4,0
16000475,大学,文系,勤務経験なし,,,,,,,52,4,53,4,53,4,4,4,4,2,3,3,4,3,4,3,3,5,5,3,6,4,4,4,2,3,1,1,X1,4,4,"3,5",4,"3,5","3,3",0
16000476,大学,文系,勤務経験なし,,,,,,,70,7,56,5,"64,5",6,5,5,5,1,2,5,4,5,4,5,1,5,5,5,5,4,5,5,1,1,1,1,W2,5,"4,5",5,5,"4,5",3,0
16000478,大学,文系,勤務経験なし,,,,,,,72,7,37,2,55,5,4,5,4,3,2,5,5,5,5,5,1,5,4,4,5,6,5,4,2,1,1,1,W2,4,"4,5",5,5,5,"3,5",0
16000479,大学,文系,,,,,,,,64,6,69,6,"68,5",6,5,5,4,5,5,4,3,3,3,3,3,3,5,4,6,3,4,3,5,3,1,1,Y1,5,"3,5",4,3,"3,5","4,5",0
16000480,,,現在、勤務しています,B社,691,店名_762,502541,40422,6カ月以上,51,4,46,4,"48,5",4,3,2,3,5,5,3,3,2,3,2,3,2,3,3,4,5,3,3,5,3,1,1,Y2,3,3,2,2,3,4,0
16000481,大学,文系,現在、勤務しています,B社,1406,店名_260,645473,41426,6カ月以上,26,1,35,2,28,1,3,3,4,2,3,3,3,3,5,4,4,3,1,1,5,5,3,4,2,4,1,1,X4,3,"4,5","3,5",3,3,"3,3",0
16000488,大学,文系,過去に勤務していました,B社,,店名_176,,40603,6カ月以上,46,4,34,2,39,3,2,2,3,3,3,4,4,4,3,3,3,1,1,1,1,1,1,1,3,2,1,1,Y4,2,3,"2,5","2,5",4,"2,8",0
16000489,大学,理系,勤務経験なし,,,,,,,56,5,58,5,58,5,2,1,1,4,4,4,3,3,1,2,3,1,3,3,1,2,1,1,5,3,1,1,Y4,2,1,"1,5",2,"3,5","2,8",0
16000490,大学,文系,勤務経験なし,,,,,,,40,3,40,3,39,3,3,4,5,1,2,4,3,4,5,5,4,5,3,2,6,6,4,5,2,5,1,1,X4,3,5,"4,5","4,5","3,5","2,8",0
16000493,大学,文系,現在、勤務しています,B社,1344,店名_723,576142,41030,6カ月以上,68,6,43,3,56,5,3,3,3,4,5,3,3,3,3,3,3,4,3,4,4,6,3,3,3,3,1,1,W4,3,3,3,"3,5",3,"3,8",0
16000494,大学,文系,勤務経験なし,,,,,,,61,5,76,7,71,7,4,4,3,3,3,3,3,3,3,3,3,3,5,4,6,3,3,3,3,3,1,1,W4,4,3,"3,5",3,3,"3,3",0
16000497,大学,文系,現在、勤務しています,B社,366,店名_440,632231,41365,6カ月以上,50,4,43,3,46,4,3,3,3,5,5,3,2,2,3,3,5,3,3,2,5,2,1,1,5,5,1,1,Z3,3,3,3,"2,5","2,5",4,0
16000500,大学,文系,勤務経験なし,,,,,,,41,3,39,3,39,3,3,3,4,3,2,3,2,3,3,3,3,3,2,1,4,2,3,3,3,3,1,1,W4,3,"3,5",3,3,"2,5","2,8",0
16000507,大学,文系,勤務経験なし,,,,,,,49,4,43,3,"45,5",3,5,5,5,3,2,5,4,5,5,5,4,5,4,3,6,6,5,5,2,4,1,1,X1,5,5,5,5,"4,5","3,8",0
16000510,大学,文系,勤務経験なし,,,,,,,56,5,51,4,54,5,3,3,3,4,4,3,4,3,3,3,3,1,2,3,1,3,2,2,3,3,1,1,Z1,3,3,3,2,"3,5","3,5",0
16000511,大学,文系,勤務経験なし,,,,,,,73,7,64,6,71,7,3,2,3,2,3,3,3,4,4,3,3,4,4,5,4,5,2,3,3,3,1,1,Z1,3,"3,5","2,5",4,3,3,0
16000513,大学,文系,,,,,,,,33,2,45,3,"37,5",2,4,4,5,1,2,3,5,3,5,5,3,5,3,2,6,4,4,4,2,2,1,1,W2,4,5,"4,5",4,4,3,0
16000514,大学,理系,現在、勤務しています,B社,1441,店名_098,681506,41579,6カ月以上,62,6,65,6,65,6,4,3,4,5,4,3,2,2,2,3,3,3,3,5,2,4,3,3,4,3,1,1,Y2,4,3,3,"2,5","2,5","3,8",0
16000515,大学,文系,勤務経験なし,,,,,,,54,5,45,3,"49,5",4,5,4,3,5,5,4,3,4,2,3,4,3,3,3,5,3,3,3,5,4,1,1,Y4,5,"2,5","3,5","3,5","3,5","4,3",0
16000516,大学,理系,勤務経験なし,,,,,,,66,6,73,7,72,7,3,4,4,4,5,4,5,5,2,4,1,3,4,5,4,4,3,3,5,1,1,1,Y1,3,3,4,4,"4,5","3,5",0
16000520,大学,文系,勤務経験なし,,,,,,,48,4,40,3,"43,5",3,3,4,5,3,4,3,3,3,4,3,3,4,4,3,6,4,4,4,4,3,1,1,W4,3,"4,5","3,5","3,5",3,"3,5",0
16000521,大学,文系,勤務経験なし,,,,,,,31,2,28,1,27,1,3,4,4,3,3,3,3,3,5,4,4,5,2,1,6,6,4,5,3,4,1,1,X3,3,"4,5",4,4,3,"3,5",0
16000522,大学,文系,勤務経験なし,,,,,,,37,2,36,2,35,2,4,4,5,3,3,5,5,5,4,3,3,5,2,1,6,2,4,3,2,3,1,1,W4,4,"4,5","3,5",5,5,0,0
16000523,大学,理系,勤務経験なし,,,,,,,60,5,57,5,"59,5",5,4,3,3,1,2,5,5,4,5,4,3,5,5,5,6,6,5,4,1,3,1,1,W2,4,4,"3,5","4,5",5,3,0
16000525,大学,文系,勤務経験なし,,,,,,,46,4,47,4,46,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,4,2,3,2,4,3,1,1,Y2,3,3,3,"3,5",3,3,0
16000526,大学,文系,現在、勤務しています,B社,1098,店名_409,698078,41640,6カ月以上,44,3,31,2,36,2,5,5,5,2,2,5,5,5,5,5,2,5,2,2,5,3,5,4,2,2,1,1,W2,5,5,5,5,5,"3,5",0
16000528,大学,文系,勤務経験なし,,,,,,,46,4,45,3,45,3,2,3,3,1,2,3,2,2,3,2,3,5,4,3,6,4,2,4,2,3,1,1,X4,2,3,"2,5","3,5","2,5",2,0
16000530,,,勤務経験なし,,,,,,,61,5,65,6,"64,5",6,4,4,5,2,2,4,4,4,4,4,3,4,5,5,5,4,4,5,2,3,1,1,X1,4,"4,5",4,4,4,3,0
16000531,大学,文系,勤務経験なし,,,,,,,57,5,54,5,56,5,5,4,4,2,2,5,5,5,5,5,4,5,4,3,5,2,4,3,1,2,1,1,W2,5,"4,5","4,5",5,5,"3,5",0
16000532,,,勤務経験なし,,,,,,,47,4,41,3,"43,5",3,3,3,4,1,2,3,4,3,5,3,3,5,4,3,6,5,4,4,2,3,1,1,X1,3,"4,5",3,4,"3,5","2,8",0
16000533,大学,理系,勤務経験なし,,,,,,,66,6,72,7,"71,5",7,4,3,4,3,4,4,3,3,5,5,3,4,5,5,6,6,5,4,3,4,1,1,W4,4,"4,5",4,"3,5","3,5",4,0
16000535,大学,文系,過去に勤務していました,B社,,店名_751,,41091,6カ月以上,50,4,41,3,45,3,3,3,4,2,2,3,3,2,4,4,3,2,2,2,2,2,3,2,2,3,1,1,W4,3,4,"3,5",2,3,"2,8",0
16000536,大学,文系,勤務経験なし,,,,,,,64,6,66,6,67,6,2,2,3,2,2,3,3,4,5,3,2,5,5,5,5,5,3,3,2,2,1,1,W4,2,4,"2,5","4,5",3,"2,8",0
16000537,大学,文系,勤務経験なし,,,,,,,65,6,67,6,68,6,4,3,3,4,5,3,3,3,2,3,3,3,4,5,4,5,3,3,5,3,1,1,Y2,4,"2,5",3,3,3,"3,8",0
16000538,大学,文系,勤務経験なし,,,,,,,59,5,41,3,50,4,3,3,3,5,5,3,3,3,2,2,5,3,3,3,3,1,3,2,5,4,1,1,Y4,3,"2,5","2,5",3,3,"3,8",0
16000540,大学,文系,勤務経験なし,,,,,,,54,5,46,4,50,4,5,5,4,5,5,4,3,3,4,5,4,4,5,4,6,5,4,3,5,5,1,1,Y4,5,4,5,"3,5","3,5","4,8",0
