ユーザID,学校種別(使用）,文理（使用）,アルバイト経験有無,アルバイト経験先,アルバイト店番,アルバイト店名,アルバイト社員番号,アルバイト開始年月,アルバイト期間,[SPI3U]言語(得点),[SPI3U]言語(段階),[SPI3U]非言語(得点),[SPI3U]非言語(段階),[SPI3U]基礎能力総合(得点),[SPI3U]基礎能力総合(段階),[SPI3U]Ａ対人接触,[SPI3U]Ｂ対人折衝,[SPI3U]Ｃ集団統率,[SPI3U]Ｄ協調協力,[SPI3U]Ｅサポート,[SPI3U]Ｆフットワーク,[SPI3U]Ｇスピーディー,[SPI3U]Ｈ予定外対応,[SPI3U]Ｉ自律遂行,[SPI3U]Ｊプレッシャー,[SPI3U]Ｋ着実持続,[SPI3U]Ｌ前例ない課題,[SPI3U]Ｍ企画アイデア,[SPI3U]Ｎ問題分析,[SPI3U]ダミー(1),[SPI3U]ダミー(2),[SPI3U]Ｗ創造重視,[SPI3U]Ｘ結果重視,[SPI3U]Ｙ調和重視,[SPI3U]Ｚ秩序重視,[SPI3U]応答態度Ａ,[SPI3U]ダミー,[SPI3Uフル]マネジメントスタイル座標,[SPI3U]内向-外向2,[SPI3U]調整-統率,[SPI3U]繊細-強靭,[SPI3U]維持‐変革,[SPI3U]活動系,[SPI3U]新卒R社員性格基準,final
16036713,大学,文系,勤務経験なし,,,,,,,48,4,36,2,41,3,5,5,5,4,4,5,5,5,5,5,3,5,3,2,6,5,5,5,4,3,2,1,W2,5,5,5,5,5,"4,5",1
16036544,,,勤務経験なし,,,,,,,41,3,57,5,49,4,5,4,4,4,3,5,4,3,2,3,3,3,3,3,4,3,4,2,4,3,1,1,Y1,5,3,"3,5",3,"4,5","3,5",1
16034399,大学,文系,勤務経験なし,,,,,,,58,5,42,3,50,4,4,3,3,3,3,3,3,3,4,3,5,3,5,3,6,3,3,3,3,4,1,1,Z1,4,"3,5",3,3,3,"3,5",1
16034110,,,勤務経験なし,,,,,,,40,3,32,2,"34,5",2,2,3,3,1,2,2,2,2,3,3,3,3,1,1,4,4,2,3,2,3,1,1,Z1,2,3,3,"2,5",2,2,1
16033545,大学,文系,勤務経験なし,,,,,,,41,3,30,2,34,2,4,4,4,4,4,3,3,3,2,3,1,2,1,1,2,2,2,3,3,1,1,1,W4,4,3,"3,5","2,5",3,"3,5",1
16033513,大学,文系,勤務経験なし,,,,,,,42,3,51,4,46,4,5,5,5,3,3,5,4,5,4,5,3,5,4,2,6,2,5,3,2,3,1,1,W2,5,"4,5",5,5,"4,5","3,8",1
16033189,,,勤務経験なし,,,,,,,55,5,48,4,"51,5",4,5,5,5,5,5,5,4,4,1,3,3,2,4,3,5,3,4,3,5,3,1,1,Y1,5,3,4,3,"4,5",4,1
16033146,,,勤務経験なし,,,,,,,50,4,33,2,"40,5",3,4,4,4,2,2,5,5,5,5,5,4,5,2,1,5,2,4,3,2,3,1,1,W4,4,"4,5","4,5",5,5,"3,3",1
16032775,専門学校,文系,勤務経験なし,,,,,,,31,2,42,3,35,2,4,3,3,5,5,5,3,4,3,3,3,3,1,1,5,5,4,3,5,4,1,1,Y2,4,3,3,"3,5",4,"4,3",1
16030107,短大,文系,勤務経験なし,,,,,,,51,4,52,4,"51,5",4,5,5,5,3,3,5,5,4,5,5,5,5,5,3,6,3,5,4,3,3,3,1,W2,5,5,5,"4,5",5,4,1
16028308,短大,文系,勤務経験なし,,,,,,,38,3,45,3,"40,5",3,3,4,4,3,4,3,3,3,3,3,3,4,2,2,5,3,4,3,3,3,1,1,W4,3,"3,5","3,5","3,5",3,"3,3",1
16027468,大学,文系,勤務経験なし,,,,,,,36,2,33,2,"32,5",2,5,5,5,4,3,5,5,5,4,5,3,5,1,1,5,2,5,3,2,3,2,1,W2,5,"4,5",5,5,5,4,1
16026782,専門学校,文系,勤務経験なし,,,,,,,50,4,30,2,39,3,4,3,3,4,4,3,3,3,3,3,3,3,2,2,3,5,3,3,4,4,1,1,Z1,4,3,3,3,3,"3,8",1
16025646,,,勤務経験なし,,,,,,,43,3,44,3,"42,5",3,4,3,3,3,3,3,1,2,3,3,3,4,3,3,5,4,3,3,3,4,1,1,Z1,4,3,3,3,2,"3,3",1
16025048,大学,文系,勤務経験なし,,,,,,,55,5,62,6,"59,5",5,4,4,4,4,5,4,4,4,2,3,1,3,3,3,2,2,4,2,5,1,1,1,Y1,4,3,"3,5","3,5",4,"3,8",1
16022589,大学,文系,勤務経験なし,,,,,,,64,6,60,5,"63,5",6,4,4,4,2,3,5,5,5,3,4,2,4,4,3,4,2,5,2,3,1,1,1,W1,4,"3,5",4,"4,5",5,3,1
16022160,,,勤務経験なし,,,,,,,48,4,38,3,42,3,4,4,4,3,2,3,3,4,2,4,3,3,2,1,5,1,4,2,3,3,1,1,W4,4,3,4,"3,5",3,"2,8",1
16022052,大学,文系,勤務経験なし,,,,,,,37,2,44,3,"39,5",3,4,4,3,4,5,4,4,4,2,3,1,3,1,1,2,2,3,2,5,1,1,1,Y1,4,"2,5","3,5","3,5",4,"3,8",1
16019573,大学,文系,勤務経験なし,,,,,,,50,4,41,3,45,3,3,3,5,3,3,3,4,3,3,4,3,2,2,3,2,3,3,3,3,3,1,1,X3,3,4,"3,5","2,5","3,5",0,1
16017481,,,勤務経験なし,,,,,,,40,3,39,3,"38,5",3,3,3,5,2,4,3,1,1,3,3,3,3,2,2,5,5,4,4,2,5,1,1,Z2,3,4,3,2,2,3,1
16015955,,,勤務経験なし,,,,,,,47,4,53,4,50,4,5,5,4,5,4,5,4,5,4,5,4,5,5,4,6,6,5,4,4,4,2,1,W4,5,4,5,5,"4,5","4,5",1
16015508,大学,文系,勤務経験なし,,,,,,,46,4,45,3,45,3,3,4,4,2,2,5,4,4,4,4,2,3,3,2,3,2,4,2,2,2,1,1,W4,3,4,4,"3,5","4,5","2,8",1
16013758,大学,文系,勤務経験なし,,,,,,,57,5,58,5,"58,5",5,2,2,2,3,5,2,2,2,3,2,3,3,5,5,5,6,2,3,5,3,1,1,Y4,2,"2,5",2,"2,5",2,"3,3",1
16012014,,,勤務経験なし,,,,,,,48,4,48,4,48,4,2,3,3,3,4,1,1,1,3,3,4,3,3,2,3,2,2,3,4,3,1,1,Y2,2,3,3,2,1,3,1
16011613,大学,文系,勤務経験なし,,,,,,,51,4,33,2,41,3,4,4,4,3,3,5,5,4,5,4,3,5,3,2,6,5,5,4,3,3,1,1,W2,4,"4,5",4,"4,5",5,"3,8",1
16011607,大学,文系,勤務経験なし,,,,,,,53,4,60,5,"57,5",5,4,4,5,3,3,2,3,3,3,3,2,3,3,3,2,2,3,2,2,3,1,1,W4,4,4,"3,5",3,"2,5","3,3",1
16011555,大学,文系,勤務経験なし,,,,,,,52,4,45,3,"48,5",4,2,2,2,3,5,2,3,2,4,3,5,3,4,3,6,3,2,2,4,4,1,1,Z3,2,3,"2,5","2,5","2,5","3,5",1
16011310,大学,文系,勤務経験なし,,,,,,,52,4,40,3,"45,5",3,3,3,3,5,5,2,3,3,2,3,3,2,2,2,2,1,3,1,5,3,1,1,Y3,3,"2,5",3,"2,5","2,5","3,8",1
16011232,専門学校,文系,勤務経験なし,,,,,,,59,5,46,4,53,4,3,3,3,1,2,5,5,5,3,3,1,3,3,3,3,1,3,1,2,1,1,1,W3,3,3,3,4,5,"2,3",1
16010409,大学,文系,勤務経験なし,,,,,,,48,4,38,3,42,3,5,5,5,5,5,5,5,5,3,5,3,5,3,2,6,3,5,3,5,2,2,1,W3,5,4,5,5,5,"4,5",1
16008826,,,勤務経験なし,,,,,,,51,4,35,2,42,3,5,5,4,4,4,5,5,5,3,4,1,4,2,1,5,2,5,2,5,1,1,1,W3,5,"3,5","4,5","4,5",5,4,1
16008604,大学,理系,勤務経験なし,,,,,,,66,6,65,6,"67,5",6,4,4,3,4,5,3,4,3,3,2,2,3,4,4,4,3,4,2,5,3,1,1,Y1,4,3,3,3,"3,5",4,1
16004699,大学,文系,勤務経験なし,,,,,,,59,5,43,3,51,4,3,2,2,2,3,3,4,3,3,3,5,3,3,3,4,2,1,1,4,3,1,1,Y4,3,"2,5","2,5",3,"3,5","2,8",1
16021592,,,勤務経験なし,,,,,,,46,4,48,4,"46,5",4,4,4,3,4,4,4,3,5,3,3,3,3,3,3,3,5,4,2,4,4,1,1,Y2,4,3,"3,5",4,"3,5","3,8",1
16025744,大学,文系,勤務経験なし,,,,,,,51,4,66,6,"59,5",5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,1,1,Z1,3,3,3,3,3,3,1
16008110,,,勤務経験なし,,,,,,,31,2,43,3,"35,5",2,2,2,2,4,4,2,2,2,2,3,3,2,1,1,2,1,2,1,5,3,1,1,Y3,2,2,"2,5",2,2,3,1
16048642,,,勤務経験なし,,,,,,,57,5,41,3,49,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,3,2,4,3,4,3,1,1,Y2,4,"3,5","3,5",3,3,"3,3",1
16040652,大学,理系,勤務経験なし,,,,,,,50,4,56,5,"53,5",4,3,3,3,3,3,2,3,2,2,3,2,2,3,3,2,2,2,2,3,2,1,1,Y2,3,"2,5",3,2,"2,5","2,8",1
16034010,大学,理系,勤務経験なし,,,,,,,45,3,53,4,49,4,3,3,3,5,5,3,4,4,1,3,3,1,2,2,1,1,3,1,5,3,1,1,Y3,3,2,3,"2,5","3,5","3,5",1
16029288,,,勤務経験なし,,,,,,,61,5,60,5,62,6,5,5,4,3,2,5,5,5,2,5,2,4,3,4,3,4,4,3,2,3,1,1,W4,5,3,5,"4,5",5,3,1
16022408,大学,文系,勤務経験なし,,,,,,,48,4,35,2,"40,5",3,3,3,3,3,4,3,2,2,2,3,3,2,1,2,2,3,3,2,3,3,1,1,Y2,3,"2,5",3,2,"2,5",3,1
16017992,大学,理系,勤務経験なし,,,,,,,48,4,44,3,"45,5",3,3,3,4,4,4,5,4,3,3,3,5,3,3,2,3,2,2,3,4,3,1,1,Y2,3,"3,5",3,3,"4,5","3,5",1
16032463,,,勤務経験なし,,,,,,,35,2,34,2,"32,5",2,4,3,3,5,4,3,3,5,2,3,3,3,1,1,4,2,3,2,5,3,1,1,Y3,4,"2,5",3,4,3,"3,8",1
16008790,大学,文系,勤務経験なし,,,,,,,58,5,57,5,"58,5",5,3,4,4,4,4,2,3,3,2,3,3,3,3,3,3,2,3,2,5,3,1,1,Y3,3,3,"3,5",3,"2,5","3,3",1
16038462,大学,文系,勤務経験なし,,,,,,,45,3,54,5,"49,5",4,4,3,2,5,5,4,4,3,2,3,3,2,2,2,1,2,3,1,5,3,1,1,Y3,4,2,3,"2,5",4,4,1
16005577,大学,文系,勤務経験なし,,,,,,,47,4,49,4,48,4,4,4,5,1,2,3,3,3,5,4,4,3,3,3,5,4,4,3,2,3,1,1,W4,4,5,4,3,3,3,1
16038550,,,勤務経験なし,,,,,,,55,5,55,5,"55,5",5,3,3,3,2,3,3,4,3,3,3,3,4,3,3,3,4,3,3,2,3,1,1,X3,3,3,3,"3,5","3,5","2,8",1
16011799,,,勤務経験なし,,,,,,,46,4,34,2,39,3,4,4,4,4,5,4,4,4,3,4,1,3,1,2,2,3,4,3,5,2,1,1,Y1,4,"3,5",4,"3,5",4,4,1
16034496,大学,文系,勤務経験なし,,,,,,,52,4,66,6,60,5,3,4,4,4,4,3,3,4,3,4,3,3,3,3,2,2,3,2,4,2,1,1,Y1,3,"3,5",4,"3,5",3,"3,5",1
16030519,大学,文系,勤務経験なし,,,,,,,58,5,43,3,"50,5",4,3,3,3,3,4,2,3,3,2,2,1,3,3,3,2,2,3,2,4,1,1,1,Y1,3,"2,5","2,5",3,"2,5",3,1
16009993,専門学校,文系,勤務経験なし,,,,,,,63,6,52,4,"58,5",5,1,2,2,3,4,2,3,2,3,3,4,3,4,4,4,4,2,3,4,4,1,1,Z3,1,"2,5","2,5","2,5","2,5","2,8",1
16020977,大学,文系,勤務経験なし,,,,,,,45,3,46,4,45,3,4,3,4,2,3,3,3,3,4,3,3,3,3,3,5,3,4,3,2,2,1,1,W2,4,4,3,3,3,"3,3",1
16028953,大学,文系,勤務経験なし,,,,,,,45,3,39,3,41,3,3,3,3,4,5,3,2,2,2,2,3,2,1,1,2,2,2,3,4,3,1,1,Y2,3,"2,5","2,5",2,"2,5","3,5",1
16030149,,,勤務経験なし,,,,,,,32,2,53,4,"41,5",3,4,3,3,3,3,3,2,3,3,4,3,3,2,2,5,4,4,1,4,4,1,1,Y3,4,3,"3,5",3,"2,5","3,3",1
16029678,大学,文系,勤務経験なし,,,,,,,54,5,48,4,51,4,4,4,3,5,5,5,5,5,3,3,1,3,3,3,2,2,3,1,5,1,1,1,Y1,4,3,"3,5",4,5,"4,3",1
16024342,,,勤務経験なし,,,,,,,52,4,41,3,46,4,3,5,5,1,2,5,5,5,4,5,1,3,3,2,5,2,4,3,3,1,1,1,W1,3,"4,5",5,4,5,"2,5",1
16043734,大学,文系,勤務経験なし,,,,,,,42,3,53,4,47,4,4,4,5,3,4,5,4,5,3,4,2,3,3,2,4,2,4,2,5,2,1,1,Y1,4,4,4,4,"4,5","3,5",1
16038056,大学,文系,勤務経験なし,,,,,,,62,6,55,5,"59,5",5,3,5,5,5,5,5,5,5,3,4,2,4,5,3,5,2,4,3,5,2,1,1,Y1,3,4,"4,5","4,5",5,4,1
16039395,,,勤務経験なし,,,,,,,45,3,40,3,"41,5",3,3,2,3,5,5,2,2,2,2,1,4,2,2,2,3,3,3,2,5,5,1,1,Y4,3,"2,5","1,5",2,2,"3,8",1
16013350,,,勤務経験なし,,,,,,,55,5,37,2,"45,5",3,4,3,3,4,4,3,3,3,2,3,3,3,3,3,4,3,3,1,4,3,1,1,Y3,4,"2,5",3,3,3,"3,5",1
16040235,大学,文系,勤務経験なし,,,,,,,49,4,38,3,"42,5",3,4,5,5,5,4,5,5,5,3,4,2,3,2,2,2,2,4,3,4,2,1,1,W3,4,4,"4,5",4,5,4,1
16010654,大学,文系,勤務経験なし,,,,,,,47,4,53,4,50,4,3,3,3,1,2,3,3,3,4,3,3,3,3,3,4,3,3,3,2,2,1,1,W4,3,"3,5",3,3,3,"2,5",1
16038010,大学,文系,勤務経験なし,,,,,,,39,3,48,4,"42,5",3,5,5,4,4,4,5,5,5,2,5,2,3,3,2,4,2,5,2,5,2,1,1,W3,5,3,5,4,5,"3,8",1
16045162,大学,文系,勤務経験なし,,,,,,,54,5,59,5,"57,5",5,3,3,3,5,5,4,5,4,3,3,3,3,4,4,4,3,4,3,5,3,1,1,Y1,3,3,3,"3,5","4,5",4,1
16010310,大学,文系,勤務経験なし,,,,,,,59,5,59,5,60,5,4,5,5,3,3,3,3,4,4,3,3,5,5,5,6,5,4,5,3,3,1,1,X1,4,"4,5",4,"4,5",3,"3,5",1
16028948,大学,理系,勤務経験なし,,,,,,,39,3,48,4,"42,5",3,4,4,4,3,3,3,3,4,4,4,3,4,3,3,5,3,4,3,3,3,1,1,W4,4,4,4,4,3,"3,5",1
16039389,大学,文系,勤務経験なし,,,,,,,58,5,46,4,"52,5",4,5,5,5,4,3,5,5,5,5,5,3,5,5,4,6,5,5,5,3,3,1,1,W2,5,5,5,5,5,"4,3",1
16011109,大学,文系,勤務経験なし,,,,,,,42,3,48,4,"44,5",3,3,5,5,1,2,5,5,5,5,5,3,5,4,3,6,5,5,5,1,3,1,1,X1,3,5,5,5,5,"2,8",1
16042493,,,勤務経験なし,,,,,,,47,4,36,2,"40,5",3,5,5,5,5,4,5,4,5,3,4,4,5,3,2,6,5,4,5,4,4,1,1,X3,5,4,"4,5",5,"4,5","4,3",1
16040872,大学,文系,勤務経験なし,,,,,,,35,2,39,3,"35,5",2,3,2,2,5,5,3,2,2,1,2,5,1,2,1,3,1,2,1,5,5,1,1,Y4,3,"1,5",2,"1,5","2,5","3,5",1
16040642,,,勤務経験なし,,,,,,,39,3,48,4,"42,5",3,4,3,4,3,4,3,3,3,4,3,4,3,3,3,5,4,3,3,4,3,1,1,Y2,4,4,3,3,3,"3,8",1
16029949,,,勤務経験なし,,,,,,,39,3,31,2,33,2,4,4,5,4,4,4,4,4,3,5,3,3,1,1,5,2,5,4,5,3,1,1,W3,4,4,"4,5","3,5",4,"3,8",1
16014459,短大,文系,勤務経験なし,,,,,,,39,3,39,3,"37,5",2,3,3,3,2,2,3,3,4,2,4,4,3,2,2,4,5,3,2,3,4,1,1,Z1,3,"2,5","3,5","3,5",3,"2,3",1
16008587,短大,文系,勤務経験なし,,,,,,,38,3,38,3,"36,5",2,5,5,5,4,3,5,4,5,3,5,3,5,2,2,5,4,5,3,3,3,1,1,W4,5,4,5,5,"4,5","3,8",1
16033929,大学,文系,勤務経験なし,,,,,,,52,4,36,2,"43,5",3,4,4,4,5,5,4,3,3,1,3,4,1,2,2,2,2,3,2,5,3,1,1,Y3,4,"2,5","3,5",2,"3,5","3,8",1
16022904,大学,理系,勤務経験なし,,,,,,,43,3,42,3,"41,5",3,4,5,5,2,2,3,3,4,5,5,5,4,3,1,6,1,5,3,2,3,1,1,W2,4,5,5,4,3,"3,3",1
16015560,,,過去に勤務していました,A社,99,店名_131,642651,41426,6カ月以上,49,4,53,4,51,4,3,3,3,4,4,2,3,3,2,3,2,3,3,3,3,1,3,1,5,2,1,1,Y3,3,"2,5",3,3,"2,5","3,3",1
16008479,大学,文系,勤務経験なし,,,,,,,51,4,61,5,57,5,3,3,3,4,4,2,3,3,2,2,2,3,3,3,3,3,3,2,4,2,1,1,Y1,3,"2,5","2,5",3,"2,5","3,3",1
16036471,,,現在、勤務しています,A社,204,店名_044,831903,42186,6カ月未満,31,2,41,3,"34,5",2,4,3,3,4,4,4,3,4,2,3,3,3,1,1,3,1,4,2,5,3,1,1,Y1,4,"2,5",3,"3,5","3,5","3,5",1
16039201,,,現在、勤務しています,A社,90,店名_220,823301,42156,6カ月未満,42,3,52,4,"46,5",4,3,5,5,2,3,3,3,4,4,5,3,5,3,2,5,2,4,4,2,2,1,1,W2,3,"4,5",5,"4,5",3,3,1
16021792,大学,文系,勤務経験なし,,,,,,,56,5,52,4,"54,5",5,3,3,4,2,3,4,5,3,4,3,2,4,5,4,6,5,3,4,2,3,1,1,X3,3,4,3,"3,5","4,5",3,1
16045464,,,現在、勤務しています,A社,578,店名_075,805480,42095,6カ月未満,29,1,42,3,34,2,3,3,3,3,3,3,3,3,2,3,2,2,1,1,1,2,3,2,4,2,1,1,Y1,3,"2,5",3,"2,5",3,"2,8",1
16045568,,,現在、勤務しています,A社,491,店名_009,788111,42005,6カ月以上,38,3,40,3,"37,5",2,4,4,4,4,4,5,4,4,4,3,4,3,2,2,5,5,4,4,5,4,1,1,Y2,4,4,"3,5","3,5","4,5",4,1
16032130,,,現在、勤務しています,A社,578,店名_075,785378,41974,6カ月以上,40,3,56,5,48,4,3,3,3,3,4,2,3,3,2,3,2,1,2,3,1,3,3,2,4,2,1,1,Y1,3,"2,5",3,2,"2,5",3,1
16031938,大学,文系,現在、勤務しています,A社,158,店名_271,776994,41944,6カ月以上,46,4,35,2,"39,5",3,3,3,3,5,4,3,2,2,2,3,3,2,1,1,2,2,3,2,5,3,1,1,Y3,3,"2,5",3,2,"2,5","3,5",1
16032882,,,現在、勤務しています,A社,611,店名_261,769449,41944,6カ月以上,42,3,35,2,37,2,3,4,4,3,5,2,3,3,4,3,3,3,2,2,4,4,3,3,5,4,1,1,Y4,3,4,"3,5",3,"2,5","3,8",1
16009331,短大,文系,現在、勤務しています,A社,475,店名_226,762470,41913,6カ月未満,49,4,30,2,"38,5",3,2,2,3,4,5,1,2,2,1,3,3,1,1,2,1,3,1,2,4,3,1,1,Y4,2,2,"2,5","1,5","1,5",3,1
16028610,,,現在、勤務しています,A社,159,店名_699,756903,41913,6カ月以上,50,4,35,2,"41,5",3,3,3,3,5,5,3,2,3,3,3,3,3,2,2,4,5,3,3,5,4,1,1,Y4,3,3,3,3,"2,5",4,1
16034746,,,現在、勤務しています,A社,429,店名_685,749154,41883,6カ月以上,32,2,34,2,31,2,4,5,4,5,5,3,3,3,2,4,5,3,1,1,4,2,3,3,5,4,1,1,Y4,4,3,"4,5",3,3,4,1
16047656,,,現在、勤務しています,A社,137,店名_650,741671,41852,6カ月以上,43,3,41,3,41,3,5,5,4,4,4,3,4,4,4,4,3,3,2,2,5,5,4,4,4,3,1,1,W4,5,4,"4,5","3,5","3,5","4,3",1
16004544,大学,文系,現在、勤務しています,B社,827,店名_693,719052,41730,6カ月未満,51,4,51,4,51,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,1,2,3,3,1,1,Z3,3,3,3,3,3,"2,8",1
16048022,,,現在、勤務しています,A社,203,店名_480,714071,41730,6カ月以上,55,5,46,4,"50,5",4,5,4,4,5,4,5,5,5,3,5,1,3,3,3,2,1,4,1,5,1,1,1,Y1,5,"3,5","4,5",4,5,"4,3",1
16008714,大学,文系,現在、勤務しています,A社,427,店名_011,712677,41730,6カ月以上,62,6,37,2,"49,5",4,3,3,3,3,3,5,4,3,4,3,5,5,3,3,5,6,3,4,2,5,1,1,Z2,3,"3,5",3,4,"4,5","3,3",1
16013223,大学,文系,現在、勤務しています,A社,567,店名_169,707104,41699,6カ月以上,38,3,47,4,"41,5",3,2,2,3,2,3,4,4,4,3,3,2,4,2,2,4,3,2,3,2,1,1,1,X3,2,3,"2,5",4,4,"2,5",1
16027694,大学,文系,現在、勤務しています,A社,396,店名_174,701323,41671,6カ月以上,40,3,34,2,"35,5",2,2,1,1,3,4,3,3,3,2,2,3,2,1,1,2,2,1,1,4,3,1,1,Y4,2,"1,5","1,5","2,5",3,"2,8",1
16007311,大学,文系,現在、勤務しています,B社,682,店名_438,698599,41671,6カ月以上,35,2,39,3,"35,5",2,2,3,3,2,3,2,2,3,4,3,3,5,2,2,5,5,2,4,2,4,1,1,X4,2,"3,5",3,4,2,"2,8",1
16015552,大学,文系,現在、勤務しています,A社,466,店名_140,687411,41944,6カ月以上,42,3,45,3,"42,5",3,4,3,3,4,5,3,3,3,2,3,3,3,3,3,3,3,4,2,5,3,1,1,Y1,4,"2,5",3,3,3,"3,8",1
16019359,大学,理系,現在、勤務しています,A社,172,店名_052,680990,41579,6カ月以上,42,3,37,2,"38,5",3,3,4,5,2,2,3,5,5,4,5,1,4,2,2,4,4,4,4,1,1,1,1,X1,3,"4,5","4,5","4,5",4,"2,8",1
16025482,大学,文系,現在、勤務しています,A社,475,店名_583,676059,41548,6カ月以上,34,2,35,2,"32,5",2,4,3,3,5,5,5,3,4,2,2,3,3,1,1,2,2,3,2,5,3,1,1,Y3,4,"2,5","2,5","3,5",4,4,1
16009340,大学,文系,現在、勤務しています,A社,469,店名_120,668152,41852,6カ月以上,51,4,62,6,"57,5",5,3,3,3,3,3,2,3,3,2,3,1,3,3,3,1,2,3,1,3,1,1,1,Y1,3,"2,5",3,3,"2,5","2,8",1
16006626,,,現在、勤務しています,A社,451,店名_230,658535,41487,6カ月以上,43,3,32,2,36,2,3,3,3,5,5,1,2,1,3,3,3,2,2,2,3,4,3,3,5,3,1,1,Y2,3,3,3,"1,5","1,5",4,1
16045744,大学,理系,現在、勤務しています,A社,149,店名_769,657881,41487,6カ月以上,46,4,54,5,50,4,4,4,4,2,2,5,5,5,5,4,3,5,5,3,6,3,4,3,2,3,1,1,W4,4,"4,5",4,5,5,"3,3",1
16045630,大学,文系,現在、勤務しています,A社,113,店名_521,617247,41275,6カ月以上,41,3,41,3,40,3,4,3,3,4,5,4,3,3,2,2,3,1,1,1,2,2,3,2,5,2,1,1,Y1,4,"2,5","2,5",2,"3,5","3,8",1
16000539,大学,理系,現在、勤務しています,A社,123,店名_021,613589,41244,6カ月以上,64,6,51,4,"58,5",5,5,5,5,4,4,4,3,5,5,5,5,5,5,5,6,5,4,4,5,4,1,1,Y2,5,5,5,5,"3,5","4,5",1
16006017,大学,文系,現在、勤務しています,A社,195,店名_231,605363,41214,6カ月以上,39,3,30,2,"32,5",2,3,3,3,5,5,5,5,3,2,2,3,3,1,1,5,3,3,3,5,3,1,1,Y2,3,"2,5","2,5",3,5,"3,8",1
16007837,大学,文系,現在、勤務しています,B社,1525,店名_029,584775,40603,6カ月以上,51,4,45,3,48,4,3,3,3,5,5,3,3,3,2,3,2,3,2,3,2,4,2,3,5,2,1,1,Y2,3,"2,5",3,3,3,"3,8",1
16026404,大学,文系,現在、勤務しています,A社,149,店名_641,576602,41030,6カ月以上,38,3,30,2,32,2,4,3,3,3,4,4,3,3,3,3,4,3,1,1,4,3,4,3,3,3,1,1,W4,4,3,3,3,"3,5","3,5",1
16018611,,,現在、勤務しています,A社,155,店名_010,573793,41000,6カ月以上,34,2,39,3,35,2,4,4,4,4,4,4,4,3,3,4,3,3,1,1,3,4,3,4,4,3,1,1,X3,4,"3,5",4,3,4,"3,8",1
16014040,大学,文系,現在、勤務しています,A社,565,店名_610,567603,40969,6カ月以上,51,4,50,4,"50,5",4,2,2,2,4,3,1,2,2,2,3,4,3,4,4,5,5,2,4,4,4,1,1,Z1,2,2,"2,5","2,5","1,5","2,8",1
16000038,大学,理系,現在、勤務しています,B社,631,店名_180,607085,41183,6カ月以上,52,4,70,7,62,6,4,5,5,3,3,4,5,5,3,4,2,5,5,4,5,4,4,4,3,2,1,1,W2,4,4,"4,5",5,"4,5",0,0
16000042,大学,理系,勤務経験なし,,,,,,,61,5,64,6,64,6,4,4,4,3,2,5,5,4,4,4,4,3,5,3,5,1,3,2,3,3,1,1,Y2,4,4,4,"3,5",5,0,0
16000043,大学,文系,勤務経験なし,,,,,,,56,5,48,4,"52,5",4,3,2,2,3,4,2,3,3,2,3,3,1,2,3,1,2,1,1,4,3,1,1,Y4,3,2,"2,5",2,"2,5",3,0
16000045,大学,文系,勤務経験なし,,,,,,,51,4,57,5,"54,5",5,3,3,3,3,2,3,3,3,5,5,3,3,4,4,5,5,3,3,2,4,1,1,Z1,3,4,4,3,3,"3,3",0
16000059,大学,文系,勤務経験なし,,,,,,,57,5,56,5,"57,5",5,5,5,5,4,2,5,4,5,3,5,3,5,5,4,6,3,5,4,2,2,1,1,W2,5,4,5,5,"4,5","3,5",0
16000062,大学,文系,勤務経験なし,,,,,,,49,4,73,7,"62,5",6,4,4,3,3,1,3,3,5,3,5,2,5,5,3,5,2,4,2,2,1,1,1,W1,4,3,"4,5",5,3,"2,8",0
16000063,大学,文系,勤務経験なし,,,,,,,26,1,37,2,"29,5",1,5,5,5,4,3,5,5,5,5,5,3,5,2,1,6,4,5,5,3,2,2,1,W2,5,5,5,5,5,"4,3",0
16000064,大学,文系,勤務経験なし,,,,,,,46,4,46,4,"45,5",3,4,2,2,3,3,3,3,3,2,2,3,3,3,3,4,3,2,1,4,3,1,1,Y4,4,2,2,3,3,3,0
16000066,大学,文系,勤務経験なし,,,,,,,58,5,41,3,"49,5",4,3,2,3,3,3,4,3,3,2,2,3,3,3,3,3,5,2,3,3,4,1,1,Z1,3,"2,5",2,3,"3,5","2,8",0
16000068,大学,文系,勤務経験なし,,,,,,,30,2,56,5,42,3,3,3,3,4,4,3,2,2,3,3,4,3,2,1,4,2,2,2,5,3,1,1,Y4,3,3,3,"2,5","2,5","3,5",0
16000071,大学,文系,勤務経験なし,,,,,,,51,4,62,6,"57,5",5,4,5,5,2,2,5,5,5,3,5,3,5,5,3,6,1,5,4,2,1,1,1,W2,4,4,5,5,5,"2,8",0
16000072,大学,文系,現在、勤務しています,B社,1467,店名_110,601393,41214,6カ月以上,50,4,52,4,51,4,2,3,4,5,3,3,3,3,3,2,4,3,4,4,5,6,1,4,4,5,1,1,Z4,2,"3,5","2,5",3,3,"3,3",0
