"ユーザID","学校種別(使用）","文理（使用）","アルバイト経験有無","アルバイト経験先","アルバイト店番","アルバイト店名","アルバイト社員番号","アルバイト開始年月","アルバイト期間","[SPI3U]言語(得点)","[SPI3U]言語(段階)","[SPI3U]非言語(得点)","[SPI3U]非言語(段階)","[SPI3U]基礎能力総合(得点)","[SPI3U]基礎能力総合(段階)","[SPI3U]Ａ対人接触","[SPI3U]Ｂ対人折衝","[SPI3U]Ｃ集団統率","[SPI3U]Ｄ協調協力","[SPI3U]Ｅサポート","[SPI3U]Ｆフットワーク","[SPI3U]Ｇスピーディー","[SPI3U]Ｈ予定外対応","[SPI3U]Ｉ自律遂行","[SPI3U]Ｊプレッシャー","[SPI3U]Ｋ着実持続","[SPI3U]Ｌ前例ない課題","[SPI3U]Ｍ企画アイデア","[SPI3U]Ｎ問題分析","[SPI3U]ダミー(1)","[SPI3U]ダミー(2)","[SPI3U]Ｗ創造重視","[SPI3U]Ｘ結果重視","[SPI3U]Ｙ調和重視","[SPI3U]Ｚ秩序重視","[SPI3U]応答態度Ａ","[SPI3U]ダミー","[SPI3Uフル]マネジメントスタイル座標","[SPI3U]内向-外向2","[SPI3U]調整-統率","[SPI3U]繊細-強靭","[SPI3U]維持‐変革","[SPI3U]活動系","[SPI3U]新卒R社員性格基準"
17028379,"大学","文系","勤務経験なし",,,,,,,70,7,64,6,69,6,3,2,2,5,4,2,2,2,2,2,3,1,4,4,3,3,2,2,5,3,1,1,"Y4",3,2,2,"1,5",2,"3,5"
17028382,"大学院（修士）","文系","勤務経験なし",,,,,,,44,3,57,5,"50,5",4,3,3,3,3,3,1,2,2,3,4,3,2,3,4,3,5,3,3,3,4,1,1,"Z1",3,3,"3,5",2,"1,5",3
17028395,"短大","文系","現在、勤務しています","A社",653,"店名_891",853902,42278,"6カ月以上",28,1,33,2,28,1,2,2,2,3,3,3,3,3,3,3,3,3,1,1,4,3,3,1,4,3,1,1,"Y3",2,"2,5","2,5",3,3,"2,8"
17028417,"短大","文系","勤務経験なし",,,,,,,33,2,48,4,"39,5",3,4,3,3,2,2,3,3,3,3,4,3,2,1,1,2,2,4,1,2,3,1,1,"W4",4,3,"3,5","2,5",3,"2,8"
17028426,"大学","文系","現在、勤務しています","B社",572,"店名_351",749634,41883,"6カ月以上",37,2,54,5,45,3,2,1,3,4,5,1,2,2,2,2,4,1,2,3,2,3,1,2,5,5,1,1,"Z3",2,"2,5","1,5","1,5","1,5","3,3"
17028480,"大学院（修士）","理系","勤務経験なし",,,,,,,67,6,56,5,63,6,4,4,4,2,2,5,3,4,4,4,3,4,4,4,4,4,4,3,2,3,1,1,"W4",4,4,4,4,4,3
17028485,"大学","文系","現在、勤務しています","A社",490,"店名_1189",835334,42217,"6カ月以上",45,3,40,3,"41,5",3,4,4,4,2,2,3,4,5,5,5,3,5,2,2,5,3,4,2,2,3,1,1,"W4",4,"4,5","4,5",5,"3,5","3,3"
17028496,"大学","文系","勤務経験なし",,,,,,,41,3,44,3,"41,5",3,4,3,3,3,3,4,4,4,3,3,3,4,2,2,5,3,4,2,3,3,1,1,"W4",4,3,3,4,4,"3,3"
17028502,,,"現在、勤務しています","A社",621,"店名_1190",701725,41671,"6カ月以上",46,4,54,5,50,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,6,5,5,4,4,5,1,1,"Z1",5,5,5,5,"4,5",5
17028504,"大学","文系","勤務経験なし",,,,,,,63,6,52,4,"58,5",5,5,5,5,2,3,5,5,5,5,4,1,5,5,5,6,5,5,4,2,1,1,1,"W2",5,5,"4,5",5,5,"3,8"
17028505,"大学","文系","勤務経験なし",,,,,,,56,5,45,3,"50,5",4,3,2,3,3,3,4,4,4,3,3,2,2,3,3,3,3,3,1,3,2,1,1,"Y1",3,3,"2,5",3,4,0
17028509,"大学","文系","勤務経験なし",,,,,,,47,4,34,2,"39,5",3,3,3,3,2,1,5,4,5,4,5,4,4,2,1,4,2,3,2,1,4,1,1,"Z1",3,"3,5",4,"4,5","4,5","2,5"
17028583,"大学","文系","勤務経験なし",,,,,,,60,5,43,3,"51,5",4,1,1,1,4,5,1,1,1,1,1,3,1,2,3,1,2,1,1,5,3,1,1,"Y4",1,1,1,1,1,"2,8"
17028596,"大学院（修士）","文系","勤務経験なし",,,,,,,43,3,43,3,42,3,4,4,4,3,3,4,5,4,3,4,4,4,2,2,5,4,4,4,3,3,1,1,"X3",4,"3,5",4,4,"4,5","3,3"
17028605,"大学","文系","勤務経験なし",,,,,,,55,5,78,7,"68,5",6,3,3,2,4,4,3,2,3,3,3,3,3,5,4,5,3,3,2,4,3,1,1,"Y2",3,"2,5",3,3,"2,5","3,5"
17028607,"大学","文系","勤務経験なし",,,,,,,55,5,46,4,"50,5",4,3,3,3,3,3,4,3,3,3,3,3,4,4,3,5,4,3,3,4,3,1,1,"Y2",3,3,3,"3,5","3,5",3
17028619,"大学","文系","勤務経験なし",,,,,,,41,3,49,4,"44,5",3,3,3,3,5,5,5,3,3,2,4,3,1,2,2,1,2,3,1,4,3,1,1,"Y3",3,"2,5","3,5",2,4,"3,8"
17028646,"大学","文系","勤務経験なし",,,,,,,52,4,33,2,"41,5",3,3,1,2,3,4,3,3,2,3,2,3,2,2,2,3,6,2,2,4,4,1,1,"Y4",3,"2,5","1,5",2,3,"3,3"
17028657,"大学","文系","勤務経験なし",,,,,,,54,5,49,4,"51,5",4,3,3,3,5,5,3,4,3,2,3,3,1,3,3,2,3,3,3,5,3,1,1,"Y2",3,"2,5",3,2,"3,5","3,8"
17028666,"大学","文系","勤務経験なし",,,,,,,57,5,64,6,62,6,5,4,5,4,4,3,3,3,4,4,3,3,3,4,3,3,4,3,3,3,1,1,"W4",5,"4,5",4,3,3,"4,3"
17028673,"大学","文系","勤務経験なし",,,,,,,21,1,25,1,20,1,3,3,3,2,3,3,2,3,4,3,3,4,1,1,5,4,3,3,3,3,1,1,"Y2",3,"3,5",3,"3,5","2,5",3
17028676,"大学","文系","勤務経験なし",,,,,,,39,3,51,4,"44,5",3,4,4,4,4,3,3,3,4,4,4,3,3,3,3,5,5,4,5,3,4,1,1,"X3",4,4,4,"3,5",3,"3,8"
17028678,"大学","文系","勤務経験なし",,,,,,,57,5,53,4,"55,5",5,3,2,3,2,1,5,5,5,3,4,4,3,3,4,2,5,3,4,1,3,1,1,"X2",3,3,3,4,5,"2,3"
17028711,"大学","文系","勤務経験なし",,,,,,,46,4,49,4,47,4,3,4,3,4,4,3,4,5,3,4,4,3,3,2,4,2,3,1,4,3,1,1,"Y3",3,3,4,4,"3,5",0
17028714,"大学","理系","勤務経験なし",,,,,,,57,5,51,4,"54,5",5,2,3,4,5,4,1,2,3,2,3,4,2,3,3,4,4,2,2,5,5,1,1,"Y4",2,3,3,"2,5","1,5","3,3"
17028715,"大学","文系","勤務経験なし",,,,,,,35,2,40,3,36,2,3,3,3,3,4,3,2,3,4,3,5,5,3,2,6,5,3,4,3,5,1,1,"Z2",3,"3,5",3,4,"2,5","3,5"
17028752,"大学","文系","現在、勤務しています","B社",921,"店名_1191",9921025,41548,"6カ月以上",59,5,74,7,"68,5",6,5,4,4,4,4,4,3,4,3,4,4,3,5,4,5,3,4,3,5,4,1,1,"Y2",5,"3,5",4,"3,5","3,5",4
17028759,"大学","理系","勤務経験なし",,,,,,,46,4,39,3,"41,5",3,3,3,3,3,3,3,3,3,4,3,3,3,2,1,5,2,3,3,3,2,1,1,"W4",3,"3,5",3,3,3,"3,3"
17028776,,,"勤務経験なし",,,,,,,36,2,44,3,39,3,2,1,2,5,5,3,2,2,3,2,5,3,2,2,4,6,1,3,5,5,1,1,"Z3",2,"2,5","1,5","2,5","2,5","3,8"
17028778,,,"勤務経験なし",,,,,,,59,5,47,4,"53,5",4,3,4,4,2,4,5,5,4,4,4,1,4,3,3,4,3,4,3,3,1,1,1,"W1",3,4,4,4,5,"3,3"
17028782,"大学","文系","勤務経験なし",,,,,,,54,5,42,3,48,4,2,2,3,3,4,3,2,2,3,2,4,3,3,3,4,5,2,3,4,5,1,1,"Z3",2,3,2,"2,5","2,5",3
17028785,"大学","文系","勤務経験なし",,,,,,,37,2,45,3,40,3,5,5,5,2,3,5,5,5,5,5,4,5,2,2,5,6,5,5,2,4,1,1,"X1",5,5,5,5,5,"3,8"
17028791,"大学","文系","勤務経験なし",,,,,,,63,6,64,6,65,6,4,5,5,3,3,3,3,3,4,5,4,4,5,5,6,5,5,5,3,5,1,1,"X3",4,"4,5",5,"3,5",3,"3,5"
17028794,"大学","文系","勤務経験なし",,,,,,,58,5,57,5,"58,5",5,5,5,5,5,5,5,5,5,2,3,1,1,3,3,1,1,4,3,5,1,1,1,"Y1",5,"3,5",4,3,5,"4,3"
17028795,"専門学校","文系","勤務経験なし",,,,,,,23,1,34,2,26,1,2,2,1,3,3,2,3,3,3,2,3,3,1,1,5,3,2,1,4,3,1,1,"Y4",2,2,2,3,"2,5","2,8"
17028796,"大学","文系","勤務経験なし",,,,,,,34,2,42,3,"36,5",2,3,2,2,5,5,4,3,4,2,2,4,3,1,1,2,2,3,1,5,3,1,1,"Y3",3,2,2,"3,5","3,5","3,8"
17028807,"短大","文系","勤務経験なし",,,,,,,51,4,39,3,"44,5",3,3,3,3,4,5,3,2,3,3,3,4,3,3,3,4,3,3,2,5,4,1,1,"Y4",3,3,3,3,"2,5","3,8"
17028808,"短大","理系","勤務経験なし",,,,,,,27,1,36,2,28,1,1,2,3,1,2,2,2,2,5,3,4,5,2,1,6,6,3,4,1,5,1,1,"Z2",1,4,"2,5","3,5",2,0
17028817,"大学","文系","勤務経験なし",,,,,,,55,5,52,4,54,5,5,5,5,4,3,3,2,4,4,5,5,4,5,3,6,4,4,3,3,4,1,1,"Z1",5,"4,5",5,4,"2,5",4
17028823,"大学","文系","勤務経験なし",,,,,,,56,5,71,7,65,6,4,3,4,3,3,3,3,4,3,3,2,4,5,5,5,5,4,4,3,2,1,1,"W2",4,"3,5",3,4,3,"3,3"
17028833,"大学院（修士）","理系","勤務経験なし",,,,,,,74,7,70,7,"74,5",7,3,3,3,3,3,2,3,3,3,3,3,3,4,5,4,4,3,3,2,3,1,1,"X3",3,3,3,3,"2,5",3
17028837,"大学","文系","現在、勤務しています","B社",538,"店名_1192",638379,41395,"6カ月以上",47,4,47,4,"46,5",4,3,3,5,1,2,2,3,3,5,4,3,4,3,3,5,6,3,4,1,4,1,1,"X4",3,5,"3,5","3,5","2,5","2,8"
17028848,"大学","文系","勤務経験なし",,,,,,,45,3,38,3,"40,5",3,3,1,1,5,5,3,2,2,1,1,3,1,2,1,3,2,1,1,5,5,1,1,"Y4",3,1,1,"1,5","2,5","3,5"
17028851,"大学","文系","勤務経験なし",,,,,,,69,6,51,4,"61,5",5,2,3,3,1,1,2,3,3,5,4,4,4,5,5,5,5,3,3,2,3,1,1,"X3",2,4,"3,5","3,5","2,5","2,3"
17028877,"大学","文系","勤務経験なし",,,,,,,48,4,43,3,45,3,5,5,5,3,2,5,5,5,4,5,4,4,3,3,5,3,4,3,2,3,1,1,"W4",5,"4,5",5,"4,5",5,"3,5"
17028899,"大学","理系","勤務経験なし",,,,,,,47,4,57,5,"52,5",4,4,3,3,5,5,3,3,3,3,3,4,3,3,3,4,3,3,3,5,4,1,1,"Y4",4,3,3,3,3,"4,3"
17028902,"大学","文系","勤務経験なし",,,,,,,43,3,48,4,45,3,5,5,5,2,3,4,4,5,5,4,1,4,3,3,5,5,4,3,2,2,1,1,"W2",5,5,"4,5","4,5",4,"3,8"
17028911,"大学","文系","勤務経験なし",,,,,,,40,3,47,4,"42,5",3,5,5,5,5,5,4,4,5,3,4,3,3,3,2,4,2,4,2,5,3,1,1,"Y1",5,4,"4,5",4,4,0
17028918,"大学","文系","現在、勤務しています","B社",519,"店名_1181",640307,41426,"6カ月以上",48,4,43,3,45,3,5,5,5,4,4,5,5,5,3,5,2,4,3,2,5,2,5,3,4,2,1,1,"W3",5,4,5,"4,5",5,4
17028975,"大学","理系","勤務経験なし",,,,,,,53,4,61,5,58,5,3,3,4,3,2,2,3,3,3,4,4,3,4,3,4,2,2,2,2,3,1,1,"Z1",3,"3,5","3,5",3,"2,5","2,8"
17029007,"大学","文系","勤務経験なし",,,,,,,42,3,47,4,44,3,5,5,5,5,4,5,4,5,4,5,4,5,4,3,6,5,5,4,4,4,2,1,"W4",5,"4,5",5,5,"4,5","4,5"
17029021,"専門学校","文系","勤務経験なし",,,,,,,36,2,38,3,"35,5",2,5,5,5,5,5,3,1,3,3,4,3,3,2,1,4,2,4,3,5,2,1,1,"Y1",5,4,"4,5",3,2,"4,5"
17029026,"専門学校","文系","勤務経験なし",,,,,,,38,3,41,3,"38,5",3,3,3,3,2,3,3,3,3,3,3,2,3,2,2,3,3,2,2,3,2,1,1,"Y2",3,3,3,3,3,"2,8"
17029041,"大学","文系","勤務経験なし",,,,,,,33,2,33,2,31,2,3,3,3,3,3,3,3,3,5,4,3,4,2,1,6,5,3,4,3,3,1,1,"X3",3,4,"3,5","3,5",3,0
17029051,"大学","文系","勤務経験なし",,,,,,,48,4,42,3,"44,5",3,5,5,4,4,4,3,3,3,3,4,2,3,3,2,4,2,4,3,3,1,1,1,"W1",5,"3,5","4,5",3,3,4
17029054,"大学","文系","勤務経験なし",,,,,,,33,2,47,4,39,3,3,3,3,2,3,3,3,3,5,3,4,4,2,1,5,2,4,2,3,3,1,1,"W4",3,4,3,"3,5",3,0
17029079,"大学","文系","勤務経験なし",,,,,,,56,5,44,3,50,4,4,5,5,3,3,3,3,4,4,5,4,5,5,4,6,6,4,5,4,4,1,1,"X3",4,"4,5",5,"4,5",3,"3,5"
17029118,"大学","文系","勤務経験なし",,,,,,,43,3,40,3,"40,5",3,5,5,5,4,3,5,4,5,4,5,3,5,3,2,6,4,4,3,3,3,1,1,"W4",5,"4,5",5,5,"4,5",4
17029120,"大学","文系","勤務経験なし",,,,,,,37,2,45,3,40,3,5,5,5,4,3,4,3,4,5,5,4,4,2,2,5,3,4,3,3,3,1,1,"W4",5,5,5,4,"3,5","4,3"
17029129,,,,,,,,,,33,2,45,3,38,3,3,2,3,2,4,4,4,2,4,2,3,4,3,2,6,5,3,4,4,4,1,1,"Z1",3,"3,5",2,3,4,0
17029130,"大学","文系",,,,,,,,23,1,33,2,21,1,3,4,5,2,2,5,3,5,4,5,3,5,1,1,5,3,4,3,2,3,1,1,"W4",3,"4,5","4,5",5,4,0
17029140,"大学","文系","勤務経験なし",,,,,,,23,1,25,1,21,1,4,5,5,3,2,3,5,4,5,4,3,5,2,1,6,5,4,5,2,2,1,1,"X1",4,5,"4,5","4,5",4,"3,5"
17029144,"大学","文系","勤務経験なし",,,,,,,57,5,40,3,"48,5",4,3,3,3,3,2,3,3,4,3,3,3,4,3,3,5,3,3,2,3,2,1,1,"W4",3,3,3,4,3,"2,8"
17029148,"大学","文系","過去に勤務していました","A社",,"店名_1193",,41699,"6カ月以上",58,5,41,3,"49,5",4,5,4,4,3,3,5,3,5,4,5,3,4,3,3,4,3,5,3,2,3,1,1,"W2",5,4,"4,5","4,5",4,"3,8"
17029150,"大学","文系","勤務経験なし",,,,,,,72,7,75,7,"76,5",7,4,4,4,2,2,3,3,3,4,4,3,3,4,4,3,3,3,4,2,3,1,1,"X3",4,4,4,3,3,3
17029186,"大学","文系","勤務経験なし",,,,,,,53,4,52,4,53,4,4,4,4,5,4,5,5,5,3,5,2,3,3,3,4,2,4,2,5,2,1,1,"Y1",4,"3,5","4,5",4,5,4
17029188,"専門学校","文系","勤務経験なし",,,,,,,33,2,34,2,"31,5",2,3,3,3,1,2,3,3,3,5,3,3,4,1,1,4,3,3,3,2,2,1,1,"W4",3,4,3,"3,5",3,"2,8"
17029191,"大学","文系","勤務経験なし",,,,,,,49,4,65,6,58,5,4,5,5,2,2,4,4,5,5,5,3,5,5,4,6,3,3,3,2,2,1,1,"W4",4,5,5,5,4,"3,3"
17029206,"大学","文系","勤務経験なし",,,,,,,53,4,68,6,62,6,4,3,3,3,4,5,4,4,5,4,5,3,4,3,4,2,3,3,3,4,1,1,"Z1",4,4,"3,5","3,5","4,5",4
17029215,"大学","文系","勤務経験なし",,,,,,,57,5,60,5,"59,5",5,5,5,5,4,4,5,5,5,5,5,3,5,5,5,5,5,5,4,3,3,2,1,"W2",5,5,5,5,5,"4,5"
17029220,"大学","文系","勤務経験なし",,,,,,,20,1,30,2,22,1,3,2,3,1,1,5,5,5,3,5,2,3,1,1,3,2,3,2,1,1,1,1,"W2",3,3,"3,5",4,5,2
17029235,"大学","文系","勤務経験なし",,,,,,,59,5,62,6,"61,5",5,3,2,3,4,4,3,2,2,3,3,3,3,4,4,4,3,4,3,4,3,1,1,"W4",3,3,"2,5","2,5","2,5",0
17029237,,,"勤務経験なし",,,,,,,43,3,47,4,"44,5",3,4,4,4,3,3,3,3,3,3,4,3,3,3,3,5,4,4,3,5,3,1,1,"Y1",4,"3,5",4,3,3,0
17029249,"大学","文系","現在、勤務しています","A社",518,"店名_931",742943,41852,"6カ月以上",41,3,47,4,"43,5",3,5,4,3,4,4,5,4,5,3,4,2,3,3,3,3,3,4,2,4,3,1,1,"Y1",5,3,4,4,"4,5",4
17029251,"大学","文系","現在、勤務しています","A社",587,"店名_1063",867300,42309,"6カ月以上",45,3,45,3,"44,5",3,5,5,4,3,3,5,5,5,5,5,3,5,4,3,6,3,5,3,2,2,1,1,"W2",5,"4,5",5,5,5,4
17029252,"専門学校","文系","過去に勤務していました","B社",,"店名_1194",,42095,"6カ月以上",51,4,39,3,"44,5",3,4,4,4,5,5,3,3,3,3,3,5,3,3,3,5,5,3,5,5,5,1,1,"Z1",4,"3,5","3,5",3,3,"4,3"
17029263,"大学","文系","過去に勤務していました","B社",1566,"店名_1195",,41214,"6カ月以上",36,2,72,7,"54,5",5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,6,6,5,5,5,4,2,1,"W4",5,5,5,5,5,5
17029271,"大学","文系","勤務経験なし",,,,,,,45,3,50,4,47,4,4,5,5,2,2,4,4,3,5,5,4,5,4,3,6,4,3,5,2,3,1,1,"X2",4,5,5,4,4,"3,3"
17029295,"大学","文系","勤務経験なし",,,,,,,54,5,49,4,"51,5",4,3,3,3,4,4,4,4,4,2,3,1,1,2,3,1,1,3,2,3,2,1,1,"Y2",3,"2,5",3,"2,5",4,"3,3"
17029306,"大学","文系","勤務経験なし",,,,,,,42,3,35,2,37,2,3,2,2,2,2,3,3,2,3,2,3,3,2,2,3,3,3,2,3,3,1,1,"Y2",3,"2,5",2,"2,5",3,"2,5"
17029307,"短大","文系","勤務経験なし",,,,,,,30,2,24,1,24,1,4,4,4,3,4,3,3,3,4,4,3,3,1,1,4,4,4,4,3,4,1,1,"X3",4,4,4,3,3,"3,8"
17029314,"大学","文系","勤務経験なし",,,,,,,59,5,54,5,"57,5",5,4,3,3,3,4,3,3,3,4,3,3,3,5,4,5,3,3,2,3,3,1,1,"Y2",4,"3,5",3,3,3,"3,8"
17029332,"大学","文系","勤務経験なし",,,,,,,64,6,50,4,58,5,4,5,3,5,4,3,3,5,4,5,3,5,5,5,6,5,4,3,5,4,1,1,"Y2",4,"3,5",5,5,3,"4,3"
17029334,"大学","文系","勤務経験なし",,,,,,,51,4,35,2,42,3,3,2,3,2,3,3,3,2,2,2,2,3,2,1,3,2,3,2,3,2,1,1,"W4",3,"2,5",2,"2,5",3,"2,5"
17029336,"大学","文系","勤務経験なし",,,,,,,51,4,45,3,48,4,3,3,3,3,3,3,4,4,3,4,3,3,2,3,2,3,2,3,3,3,1,1,"Z1",3,3,"3,5","3,5","3,5",3
17029350,"大学","文系","勤務経験なし",,,,,,,49,4,70,7,"60,5",5,5,5,5,3,3,5,3,4,5,5,3,5,5,5,6,5,5,5,3,3,1,1,"W2",5,5,5,"4,5",4,4
17029354,,,"過去に勤務していました","B社",1244,"店名_1196",,41579,"6カ月以上",38,3,53,4,45,3,5,5,5,3,3,5,5,5,4,5,3,5,3,3,5,3,4,3,4,3,1,1,"W4",5,"4,5",5,5,5,0
17029359,"大学","文系","現在、勤務しています","B社",492,"店名_1197",844477,42248,"6カ月以上",49,4,64,6,"57,5",5,4,5,5,3,3,3,3,4,5,5,3,5,5,4,5,4,4,5,2,3,1,1,"X1",4,5,5,"4,5",3,"3,8"
17029397,,,"勤務経験なし",,,,,,,24,1,36,2,"27,5",1,3,3,2,4,3,1,2,2,3,3,2,3,1,1,5,5,2,1,3,3,1,1,"Y4",3,"2,5",3,"2,5","1,5","3,3"
17029407,"大学","文系","現在、勤務しています","B社",1584,"店名_1163",825791,42156,"6カ月以上",43,3,55,5,49,4,3,2,2,5,5,2,2,3,2,2,4,2,3,2,3,2,2,1,5,3,1,1,"Y3",3,2,2,"2,5",2,"3,8"
17029436,"短大","文系","勤務経験なし",,,,,,,38,3,41,3,"38,5",3,3,3,3,3,4,3,3,3,2,2,3,3,1,1,2,2,3,2,5,3,1,1,"Y3",3,"2,5","2,5",3,3,3
17029490,"大学","文系","勤務経験なし",,,,,,,33,2,48,4,"39,5",3,3,4,4,2,2,3,3,3,3,4,3,3,2,2,3,3,3,4,2,3,1,1,"X3",3,"3,5",4,3,3,"2,5"
17029491,"大学","文系","現在、勤務しています","B社",1397,"店名_767",788682,42005,"6カ月以上",62,6,56,5,60,5,3,3,3,4,3,3,2,2,3,4,5,3,4,3,4,2,3,2,4,4,1,1,"Y4",3,3,"3,5","2,5","2,5","3,3"
17029531,"大学","文系","現在、勤務しています","B社",1182,"店名_824",810109,42309,"6カ月以上",30,2,27,1,26,1,5,5,5,2,3,5,4,5,5,5,3,5,2,1,6,3,5,4,2,3,1,1,"W2",5,5,5,5,"4,5","3,8"
17029553,"大学","文系","現在、勤務しています","A社",612,"店名_1082",742125,41852,"6カ月以上",32,2,39,3,34,2,1,1,2,2,2,1,2,2,3,3,2,1,1,1,1,2,1,2,2,2,1,1,"Z1",1,"2,5",2,"1,5","1,5",2
17029570,"大学","文系","現在、勤務しています","B社",1071,"店名_1198",634663,41334,"6カ月以上",39,3,45,3,41,3,5,5,5,3,2,4,4,5,3,5,3,5,2,2,5,5,5,5,2,3,1,1,"X1",5,4,5,5,4,"3,3"
17029593,"大学","文系","勤務経験なし",,,,,,,24,1,41,3,30,2,3,0,0,3,3,4,0,4,0,0,0,0,0,1,0,5,0,0,0,0,1,1,0,3,0,0,0,0,0
17029600,"大学院（修士）","文系","勤務経験なし",,,,,,,53,4,57,5,"55,5",5,4,4,5,3,4,3,2,3,5,4,4,4,4,4,5,5,4,5,3,5,1,1,"X4",4,5,4,"3,5","2,5",4
17029612,"専門学校","文系","勤務経験なし",,,,,,,50,4,52,4,51,4,4,4,3,5,5,3,3,5,3,3,3,3,3,3,4,2,3,1,5,3,1,1,"Y3",4,3,"3,5",4,3,"4,3"
17029614,"大学院（修士）","文系","勤務経験なし",,,,,,,29,1,37,2,31,2,4,5,5,3,3,4,4,5,5,5,3,5,2,1,6,6,4,5,2,4,1,1,"X2",4,5,5,5,4,"3,8"
17029617,"大学","文系","過去に勤務していました","B社",1060,"店名_967",,41456,"6カ月以上",51,4,47,4,49,4,3,3,3,3,3,2,3,3,4,3,3,5,3,3,5,5,2,3,2,4,1,1,"Z2",3,"3,5",3,4,"2,5","3,3"
17029645,,,"勤務経験なし",,,,,,,35,2,33,2,32,2,3,4,4,3,3,3,4,4,4,5,3,4,1,1,5,2,4,3,3,2,1,1,"W4",3,4,"4,5",4,"3,5",0
17029649,"専門学校","文系","勤務経験なし",,,,,,,30,2,30,2,25,1,5,5,5,3,3,4,4,5,4,5,3,5,2,1,6,5,4,5,2,2,1,1,"X1",5,"4,5",5,5,4,0
17029661,"大学","理系","勤務経験なし",,,,,,,56,5,46,4,51,4,4,5,5,3,2,3,3,5,4,5,4,5,4,3,5,3,4,4,2,3,1,1,"X1",4,"4,5",5,5,3,"3,3"
17029673,"専門学校","文系","勤務経験なし",,,,,,,33,2,40,3,35,2,2,1,2,3,4,2,2,2,3,2,3,3,1,1,4,4,3,2,3,3,1,1,"Y2",2,"2,5","1,5","2,5",2,3
17029690,"大学","文系","勤務経験なし",,,,,,,46,4,38,3,41,3,5,5,5,5,4,4,3,3,4,5,4,4,3,2,6,5,5,4,4,5,2,1,"W4",5,"4,5",5,"3,5","3,5","4,5"
17029715,"大学","文系","勤務経験なし",,,,,,,50,4,45,3,47,4,2,2,2,2,3,1,1,2,3,2,4,3,3,3,4,5,2,3,4,3,1,1,"Y2",2,"2,5",2,"2,5",1,0
17029717,"大学","文系","勤務経験なし",,,,,,,58,5,49,4,54,5,3,1,2,4,5,3,2,2,1,2,5,1,3,4,2,5,1,1,5,5,1,1,"Z3",3,"1,5","1,5","1,5","2,5","3,3"
17029719,"大学","文系","勤務経験なし",,,,,,,39,3,25,1,30,2,3,1,1,5,5,3,4,3,1,1,1,1,1,1,2,1,1,1,5,2,1,1,"Y3",3,1,1,2,"3,5","3,5"
17029720,"大学","文系","勤務経験なし",,,,,,,63,6,51,4,58,5,4,3,3,5,5,3,3,3,2,2,4,1,4,5,4,5,3,3,5,4,1,1,"Y4",4,"2,5","2,5",2,3,4
17029741,"大学","文系","勤務経験なし",,,,,,,54,5,43,3,"48,5",4,3,3,4,4,4,1,1,1,2,2,3,2,3,3,4,5,2,4,4,4,1,1,"Z1",3,3,"2,5","1,5",1,"3,3"
17029743,"専門学校","文系","過去に勤務していました","A社",620,"店名_1199",,42095,"6カ月未満",41,3,45,3,42,3,3,3,4,4,5,1,1,2,3,3,3,3,2,2,4,4,3,3,5,2,1,1,"Y1",3,"3,5",3,"2,5",1,"3,8"
17029744,"大学","文系","勤務経験なし",,,,,,,47,4,56,5,"51,5",4,4,4,3,3,3,5,3,4,5,4,3,4,4,3,5,3,4,2,3,3,1,1,"W4",4,4,4,4,4,0
17029746,"大学","文系","勤務経験なし",,,,,,,50,4,41,3,45,3,4,4,4,5,4,4,4,4,2,3,2,3,3,2,4,2,4,3,5,1,1,1,"Y1",4,3,"3,5","3,5",4,"3,8"
17029750,"大学","文系","勤務経験なし",,,,,,,44,3,43,3,"42,5",3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,4,2,2,4,3,1,1,"Y4",3,3,3,"3,5","3,5",0
17029768,"専門学校","文系","勤務経験なし",,,,,,,34,2,34,2,32,2,5,5,5,3,2,5,5,5,5,5,3,5,2,1,6,2,5,3,2,3,1,1,"W2",5,5,5,5,5,"3,8"
17029783,"大学","文系","勤務経験なし",,,,,,,43,3,53,4,"47,5",4,4,4,4,4,4,3,3,3,3,4,3,3,3,2,3,2,4,3,4,2,1,1,"W3",4,"3,5",4,3,3,0
17029784,"大学院（修士）","文系","勤務経験なし",,,,,,,63,6,49,4,57,5,4,5,5,3,3,4,5,4,5,5,3,4,5,3,6,4,5,4,2,3,1,1,"W2",4,5,5,4,"4,5","3,8"
17029787,"大学","理系","勤務経験なし",,,,,,,62,6,54,5,59,5,4,4,3,2,2,3,3,3,5,3,4,5,5,5,6,5,3,4,2,3,1,1,"X3",4,4,"3,5",4,3,"3,3"
17029804,"専門学校","文系","勤務経験なし",,,,,,,43,3,41,3,41,3,4,3,3,4,5,4,5,4,2,3,2,3,1,2,1,3,3,2,4,2,1,1,"Y1",4,"2,5",3,"3,5","4,5",0
17029815,"大学","文系","勤務経験なし",,,,,,,43,3,30,2,35,2,4,3,3,2,2,4,4,5,3,4,2,3,1,1,3,1,3,1,3,2,1,1,"Y1",4,3,"3,5",4,4,0
17029820,"専門学校","文系","勤務経験なし",,,,,,,31,2,33,2,30,2,3,3,3,3,3,1,2,2,3,3,3,3,1,1,3,5,2,2,3,4,1,1,"Z3",3,3,3,"2,5","1,5",3
